시군구,사고월,사고일,01일,02일,03일,04일,05일,06일,07일,08일,09일,10일,11일,12일,13일,14일,15일,16일,17일,18일,19일,20일,21일,22일,23일,24일,25일,26일,27일,28일,29일,30일,31일
중구,05월,사고[건],2,3,-,1,-,1,-,1,-,1,1,-,1,-,1,2,-,2,4,-,1,-,1,1,-,-,3,-,1,-,2
중구,05월,사망[명],0,0,-,0,-,0,-,0,-,0,0,-,0,-,0,0,-,0,0,-,0,-,0,0,-,-,0,-,0,-,0
중구,05월,부상[명],2,5,-,1,-,1,-,1,-,1,1,-,1,-,4,2,-,3,4,-,2,-,1,1,-,-,3,-,1,-,6
중구,05월,(중상자[명]),0,1,-,1,-,0,-,1,-,0,0,-,0,-,3,0,-,0,1,-,1,-,0,1,-,-,1,-,1,-,0
중구,06월,사고[건],2,1,1,1,4,-,1,-,1,-,-,-,-,-,-,2,1,1,2,-,-,2,1,1,1,1,-,-,-,2,-
중구,06월,사망[명],0,0,0,0,0,-,0,-,0,-,-,-,-,-,-,0,0,0,0,-,-,0,0,0,0,0,-,-,-,0,-
중구,06월,부상[명],2,1,1,1,4,-,1,-,1,-,-,-,-,-,-,2,1,1,2,-,-,3,1,1,1,1,-,-,-,3,-
중구,06월,(중상자[명]),0,0,1,0,0,-,0,-,0,-,-,-,-,-,-,0,0,0,1,-,-,0,0,0,0,0,-,-,-,0,-
중구,07월,사고[건],2,2,-,1,-,-,-,1,-,-,-,-,-,-,-,2,1,-,-,-,2,-,1,-,1,-,-,1,2,3,-
중구,07월,사망[명],0,0,-,0,-,-,-,0,-,-,-,-,-,-,-,0,0,-,-,-,0,-,0,-,0,-,-,0,0,0,-
중구,07월,부상[명],2,2,-,2,-,-,-,1,-,-,-,-,-,-,-,2,3,-,-,-,2,-,1,-,2,-,-,1,2,3,-
중구,07월,(중상자[명]),2,0,-,0,-,-,-,0,-,-,-,-,-,-,-,1,0,-,-,-,1,-,0,-,1,-,-,0,1,0,-
중구,08월,사고[건],2,1,-,-,-,-,-,2,1,2,-,-,1,-,2,1,2,-,-,1,2,1,2,1,1,1,-,1,1,-,3
중구,08월,사망[명],0,0,-,-,-,-,-,0,0,0,-,-,0,-,0,0,0,-,-,0,0,0,0,0,0,0,-,0,0,-,0
중구,08월,부상[명],4,3,-,-,-,-,-,2,2,2,-,-,1,-,2,1,4,-,-,1,3,1,2,1,1,1,-,3,2,-,3
중구,08월,(중상자[명]),0,1,-,-,-,-,-,1,1,1,-,-,0,-,1,0,0,-,-,0,1,0,0,1,1,0,-,0,0,-,1
중구,09월,사고[건],-,2,-,1,1,2,1,1,1,1,-,-,-,-,-,-,-,-,1,2,1,-,2,1,1,1,-,1,1,1,-
중구,09월,사망[명],-,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,0,0,0,-,0,0,0,0,-,0,0,0,-
중구,09월,부상[명],-,3,-,1,1,2,3,1,1,1,-,-,-,-,-,-,-,-,1,2,1,-,2,1,1,1,-,1,1,2,-
중구,09월,(중상자[명]),-,0,-,1,1,1,1,0,0,0,-,-,-,-,-,-,-,-,0,0,1,-,0,1,1,1,-,0,0,0,-
중구,10월,사고[건],1,1,1,-,1,1,1,1,-,-,-,1,-,2,1,-,1,-,-,-,1,1,3,1,-,1,-,-,-,1,2
중구,10월,사망[명],0,0,0,-,0,0,0,0,-,-,-,0,-,0,0,-,0,-,-,-,0,0,0,0,-,0,-,-,-,0,0
중구,10월,부상[명],1,1,1,-,1,1,1,1,-,-,-,1,-,2,1,-,1,-,-,-,1,1,3,1,-,1,-,-,-,1,3
중구,10월,(중상자[명]),1,1,0,-,1,0,0,0,-,-,-,0,-,0,0,-,0,-,-,-,1,0,1,1,-,0,-,-,-,1,1
서구,05월,사고[건],2,1,1,1,1,2,-,1,1,-,3,1,-,-,2,1,1,-,2,2,2,1,2,1,-,-,3,2,4,-,2
서구,05월,사망[명],0,0,0,0,0,0,-,0,0,-,0,0,-,-,0,0,0,-,0,0,0,0,0,0,-,-,0,0,0,-,0
서구,05월,부상[명],3,1,1,1,1,2,-,1,4,-,6,1,-,-,4,1,2,-,3,2,2,1,4,2,-,-,9,2,5,-,3
서구,05월,(중상자[명]),0,0,0,0,0,1,-,1,1,-,2,1,-,-,1,0,0,-,3,1,1,0,1,1,-,-,2,0,1,-,1
서구,06월,사고[건],-,5,-,1,-,5,-,1,4,2,3,1,1,1,3,2,1,1,-,3,-,2,1,1,3,2,2,2,1,-,-
서구,06월,사망[명],-,0,-,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,-,-
서구,06월,부상[명],-,9,-,1,-,6,-,1,6,3,3,1,3,1,4,2,2,1,-,4,-,2,2,2,3,3,3,4,2,-,-
서구,06월,(중상자[명]),-,4,-,0,-,4,-,1,0,0,1,0,1,0,1,0,0,0,-,0,-,1,0,0,1,3,1,1,1,-,-
서구,07월,사고[건],-,1,2,-,1,1,1,3,1,-,2,2,2,1,3,1,2,-,-,3,2,1,-,-,3,1,3,-,-,1,1
서구,07월,사망[명],-,0,0,-,0,0,0,0,0,-,0,0,0,0,0,0,0,-,-,0,0,0,-,-,0,0,0,-,-,0,0
서구,07월,부상[명],-,1,3,-,1,1,2,7,1,-,4,3,5,1,5,1,2,-,-,3,2,1,-,-,3,1,5,-,-,4,1
서구,07월,(중상자[명]),-,1,0,-,0,0,0,0,0,-,1,0,2,1,0,0,1,-,-,1,2,0,-,-,0,1,0,-,-,0,0
서구,08월,사고[건],2,2,1,-,-,1,2,3,-,-,2,1,2,2,1,2,-,-,3,1,-,4,2,-,1,2,2,1,2,-,2
서구,08월,사망[명],0,0,0,-,-,0,0,0,-,-,0,0,1,0,0,0,-,-,0,0,-,0,0,-,0,0,0,0,0,-,0
서구,08월,부상[명],2,2,1,-,-,1,2,3,-,-,2,1,1,6,2,4,-,-,3,1,-,6,4,-,1,2,2,1,3,-,2
서구,08월,(중상자[명]),0,1,0,-,-,0,0,0,-,-,0,0,1,0,0,0,-,-,1,1,-,2,0,-,0,0,0,0,0,-,0
서구,09월,사고[건],1,-,4,1,3,-,1,-,1,-,4,-,2,-,3,-,-,3,-,-,-,1,2,-,4,-,3,2,3,-,-
서구,09월,사망[명],0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,-,0,-,-,-,0,0,-,0,-,0,0,0,-,-
서구,09월,부상[명],1,-,6,1,5,-,1,-,1,-,7,-,4,-,4,-,-,6,-,-,-,1,2,-,4,-,3,2,3,-,-
서구,09월,(중상자[명]),1,-,1,0,0,-,0,-,1,-,3,-,0,-,0,-,-,0,-,-,-,0,1,-,1,-,1,1,0,-,-
서구,10월,사고[건],2,-,2,-,5,2,1,4,1,2,-,1,2,-,1,-,3,2,3,1,1,2,3,3,1,-,1,2,3,4,4
서구,10월,사망[명],0,-,0,-,0,0,0,0,0,0,-,0,0,-,0,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0
서구,10월,부상[명],4,-,3,-,8,4,1,4,1,4,-,2,2,-,2,-,7,2,4,1,1,2,5,4,1,-,2,3,4,7,4
서구,10월,(중상자[명]),1,-,0,-,1,1,1,2,0,1,-,0,0,-,1,-,2,0,1,1,0,0,2,2,0,-,0,1,1,3,1
동구,05월,사고[건],-,1,-,-,-,1,-,1,-,2,-,1,2,-,2,1,1,1,-,1,2,2,3,-,2,1,1,1,1,3,1
동구,05월,사망[명],-,0,-,-,-,0,-,0,-,0,-,0,0,-,1,0,0,0,-,0,0,0,0,-,0,0,0,0,0,0,0
동구,05월,부상[명],-,6,-,-,-,4,-,2,-,2,-,1,2,-,1,2,1,2,-,1,2,4,3,-,5,1,1,5,1,6,1
동구,05월,(중상자[명]),-,0,-,-,-,0,-,1,-,0,-,1,1,-,0,0,0,1,-,0,2,0,0,-,2,1,0,0,1,1,1
동구,06월,사고[건],1,-,2,3,2,2,3,3,4,2,1,-,2,2,1,1,1,-,2,2,1,4,2,-,3,4,1,-,2,1,-
동구,06월,사망[명],0,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0,-,0,0,-
동구,06월,부상[명],2,-,4,5,2,3,3,6,5,3,1,-,5,4,1,1,2,-,3,2,1,4,3,-,5,4,1,-,2,1,-
동구,06월,(중상자[명]),0,-,1,2,1,0,2,3,1,1,0,-,1,1,0,0,2,-,1,0,1,1,0,-,0,0,0,-,0,0,-
동구,07월,사고[건],1,1,3,-,1,1,-,-,1,-,3,-,-,-,1,2,-,4,-,1,1,2,2,2,1,-,2,1,1,2,2
동구,07월,사망[명],0,0,0,-,0,0,-,-,0,-,0,-,-,-,0,0,-,0,-,0,0,0,0,0,0,-,0,0,0,0,0
동구,07월,부상[명],1,1,4,-,2,2,-,-,4,-,6,-,-,-,9,2,-,5,-,2,1,2,2,3,14,-,2,1,2,2,2
동구,07월,(중상자[명]),0,0,1,-,0,0,-,-,0,-,3,-,-,-,1,2,-,1,-,0,0,0,1,0,3,-,0,0,1,1,1
동구,08월,사고[건],-,-,2,2,1,4,-,-,2,3,-,1,1,1,-,1,3,2,1,3,1,3,-,1,3,-,1,2,-,3,2
동구,08월,사망[명],-,-,0,0,0,0,-,-,0,0,-,0,0,0,-,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0
동구,08월,부상[명],-,-,5,2,1,7,-,-,2,4,-,1,1,1,-,1,7,4,3,8,1,3,-,1,3,-,1,2,-,3,2
동구,08월,(중상자[명]),-,-,2,1,0,1,-,-,1,1,-,0,1,0,-,0,0,0,0,1,1,0,-,0,0,-,0,1,-,2,0
동구,09월,사고[건],-,-,1,1,4,1,1,-,2,2,1,2,-,-,1,-,2,1,-,2,1,3,1,2,1,3,-,2,1,-,-
동구,09월,사망[명],-,-,0,0,0,0,0,-,0,0,0,0,-,-,0,-,0,0,-,0,0,0,1,0,0,0,-,0,0,-,-
동구,09월,부상[명],-,-,1,1,5,1,1,-,2,2,4,6,-,-,1,-,3,1,-,2,1,4,1,2,1,3,-,2,2,-,-
동구,09월,(중상자[명]),-,-,0,0,1,1,1,-,1,0,0,2,-,-,0,-,0,0,-,1,0,0,1,1,0,0,-,0,0,-,-
동구,10월,사고[건],2,2,1,2,4,-,1,1,1,1,1,-,2,2,2,3,-,1,3,2,-,2,3,2,1,1,2,2,-,1,1
동구,10월,사망[명],0,0,0,0,0,-,0,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,-,0,0
동구,10월,부상[명],4,3,1,5,4,-,3,1,2,5,1,-,2,3,2,8,-,1,3,2,-,2,3,6,2,2,2,2,-,1,1
동구,10월,(중상자[명]),0,0,0,1,1,-,0,0,0,2,1,-,1,2,0,2,-,1,2,0,-,0,1,0,2,0,2,0,-,0,0
영도구,05월,사고[건],2,-,-,2,2,2,1,-,-,-,-,1,2,1,-,1,-,1,-,2,1,1,-,1,1,1,3,2,1,1,1
영도구,05월,사망[명],0,-,-,0,0,0,0,-,-,-,-,0,0,0,-,0,-,0,-,0,0,0,-,0,0,0,0,0,0,0,0
영도구,05월,부상[명],2,-,-,8,3,2,2,-,-,-,-,1,3,2,-,2,-,1,-,2,2,1,-,1,1,2,4,4,1,1,1
영도구,05월,(중상자[명]),1,-,-,0,2,1,1,-,-,-,-,0,2,0,-,1,-,1,-,0,1,0,-,1,0,0,1,0,0,1,0
영도구,06월,사고[건],1,-,2,1,1,1,-,2,4,2,2,2,1,-,-,1,2,-,1,2,1,2,1,-,-,1,1,-,2,2,-
영도구,06월,사망[명],0,-,0,0,0,0,-,0,0,0,0,0,0,-,-,0,0,-,0,0,0,0,0,-,-,0,0,-,0,0,-
영도구,06월,부상[명],1,-,3,1,3,3,-,3,6,3,2,2,2,-,-,2,2,-,1,2,2,3,1,-,-,1,1,-,5,2,-
영도구,06월,(중상자[명]),0,-,0,0,0,0,-,2,1,1,0,1,1,-,-,2,2,-,0,0,0,1,0,-,-,0,1,-,3,1,-
영도구,07월,사고[건],1,-,-,1,1,1,-,-,-,-,1,-,2,1,-,-,3,-,-,2,-,2,4,-,-,-,3,2,-,2,-
영도구,07월,사망[명],0,-,-,0,0,0,-,-,-,-,0,-,0,0,-,-,0,-,-,0,-,0,0,-,-,-,0,0,-,0,-
영도구,07월,부상[명],2,-,-,1,1,1,-,-,-,-,1,-,5,2,-,-,4,-,-,2,-,4,4,-,-,-,4,3,-,7,-
영도구,07월,(중상자[명]),0,-,-,0,1,0,-,-,-,-,0,-,0,1,-,-,1,-,-,1,-,0,2,-,-,-,0,2,-,1,-
영도구,08월,사고[건],2,-,-,2,-,-,-,1,2,1,2,-,1,2,-,-,-,2,1,4,-,2,3,-,-,1,1,-,2,-,1
영도구,08월,사망[명],0,-,-,0,-,-,-,0,0,0,0,-,0,0,-,-,-,0,0,0,-,0,0,-,-,0,0,-,0,-,0
영도구,08월,부상[명],2,-,-,2,-,-,-,2,3,1,2,-,1,2,-,-,-,7,1,4,-,3,3,-,-,1,1,-,2,-,1
영도구,08월,(중상자[명]),1,-,-,0,-,-,-,0,1,1,0,-,0,0,-,-,-,0,1,1,-,3,0,-,-,1,0,-,0,-,0
영도구,09월,사고[건],-,1,-,2,2,-,-,-,2,-,-,1,1,1,-,-,1,2,1,-,-,2,2,1,-,1,3,1,1,2,-
영도구,09월,사망[명],-,0,-,0,0,-,-,-,0,-,-,0,0,0,-,-,0,0,0,-,-,0,0,0,-,0,0,0,0,0,-
영도구,09월,부상[명],-,1,-,3,2,-,-,-,2,-,-,2,1,1,-,-,1,3,1,-,-,3,2,1,-,2,5,1,1,4,-
영도구,09월,(중상자[명]),-,1,-,1,0,-,-,-,1,-,-,2,0,1,-,-,0,0,0,-,-,0,0,1,-,0,3,1,0,0,-
영도구,10월,사고[건],-,-,1,1,-,2,-,-,-,1,-,3,2,2,1,1,1,1,1,1,2,2,2,-,-,1,-,-,1,1,-
영도구,10월,사망[명],-,-,0,0,-,0,-,-,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,-,-,0,0,-
영도구,10월,부상[명],-,-,2,1,-,2,-,-,-,3,-,3,2,2,1,1,1,2,1,1,2,4,6,-,-,1,-,-,1,1,-
영도구,10월,(중상자[명]),-,-,0,0,-,0,-,-,-,0,-,1,0,0,1,1,0,0,0,1,0,1,1,-,-,0,-,-,0,0,-
진구,05월,사고[건],3,6,2,3,4,8,5,8,2,2,4,2,5,3,8,4,4,1,6,5,1,8,4,6,3,3,5,6,5,3,1
진구,05월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
진구,05월,부상[명],6,6,3,5,9,10,6,10,3,2,6,2,5,4,11,5,11,1,6,8,1,10,5,8,3,3,5,6,6,3,1
진구,05월,(중상자[명]),0,1,0,1,3,2,3,1,0,1,1,0,2,1,4,0,4,0,3,1,0,1,2,2,1,1,2,2,3,0,0
진구,06월,사고[건],-,5,4,4,7,2,5,3,9,5,4,8,4,4,2,6,4,2,4,4,4,2,3,5,8,4,2,5,8,4,-
진구,06월,사망[명],-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-
진구,06월,부상[명],-,5,4,4,7,4,11,3,11,5,4,8,4,8,2,7,4,4,8,5,7,2,7,4,10,6,3,6,12,6,-
진구,06월,(중상자[명]),-,2,1,1,2,1,6,0,4,1,0,1,1,1,0,0,1,0,1,2,4,1,4,1,4,2,0,2,4,0,-
진구,07월,사고[건],2,3,9,7,4,1,6,9,3,3,4,5,4,5,2,4,5,6,2,2,2,10,3,4,3,2,7,1,2,2,3
진구,07월,사망[명],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
진구,07월,부상[명],5,3,11,9,5,2,7,15,5,6,3,9,5,6,6,5,6,10,2,2,3,15,5,7,4,4,9,1,2,2,3
진구,07월,(중상자[명]),2,0,5,1,0,2,2,4,1,0,1,1,1,2,0,0,0,3,0,0,2,1,2,1,0,0,2,0,1,0,1
진구,08월,사고[건],6,2,3,3,5,6,5,3,4,1,5,3,4,8,3,8,6,1,4,6,5,6,9,5,3,4,5,5,7,2,5
진구,08월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
진구,08월,부상[명],7,4,5,3,6,7,6,3,4,1,9,3,5,10,3,11,10,1,5,6,13,9,15,6,5,6,8,5,12,2,6
진구,08월,(중상자[명]),3,1,0,0,2,4,1,2,0,1,0,2,2,4,2,3,1,0,1,3,3,4,4,2,1,1,2,1,2,2,1
진구,09월,사고[건],6,2,3,1,7,2,3,7,6,6,4,2,4,2,5,4,4,2,5,5,5,1,5,7,3,3,3,5,5,5,-
진구,09월,사망[명],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
진구,09월,부상[명],6,2,2,3,11,3,3,7,8,7,4,4,5,5,5,4,6,4,5,6,9,1,6,9,3,4,10,5,6,10,-
진구,09월,(중상자[명]),2,1,1,2,0,0,0,4,2,3,2,0,1,0,2,1,1,0,2,2,1,0,1,3,1,3,2,2,1,1,-
진구,10월,사고[건],3,3,1,2,7,2,7,6,6,5,13,1,5,4,5,4,3,5,3,5,4,5,4,3,1,3,6,3,1,6,4
진구,10월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
진구,10월,부상[명],3,5,1,4,11,2,8,6,13,8,24,1,5,6,7,4,3,12,3,6,4,7,6,5,1,4,7,6,1,11,4
진구,10월,(중상자[명]),1,4,0,0,4,0,1,1,3,1,4,0,0,2,1,1,2,3,1,0,1,4,0,3,0,1,2,1,1,3,0
동래구,05월,사고[건],5,2,2,1,1,5,3,4,5,1,1,5,4,2,1,4,2,4,5,4,2,1,3,2,4,5,1,4,3,1,2
동래구,05월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
동래구,05월,부상[명],7,2,2,1,1,5,4,4,7,1,1,5,4,2,1,4,2,5,7,4,3,1,4,2,7,6,1,4,4,2,2
동래구,05월,(중상자[명]),1,0,1,0,0,3,2,2,1,0,0,4,1,1,0,1,1,0,2,0,1,0,2,1,2,0,0,0,0,0,0
동래구,06월,사고[건],4,2,4,1,1,-,3,2,3,6,1,5,4,2,7,3,2,4,6,2,1,1,3,3,1,2,7,2,4,1,-
동래구,06월,사망[명],0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
동래구,06월,부상[명],4,2,5,1,1,-,3,2,4,6,3,6,6,2,8,4,2,6,7,2,1,1,3,3,2,3,9,2,4,1,-
